node_count,target_acceleration_g0,element_mass_g,physical_guide_length_m,force_per_element_n,net_impulse_per_element_n_s,integrated_lateral_impulse_per_element_n_s,interaction_time_s,mean_elements_in_guide,node_mean_force_n,accepted_node_mean_force_n,node_mean_force_relative_error,fidelity,assumptions,warnings
96,2000.0,500.0,286.93209147333,9806.65,244.68639051567783,244.70334938795207,0.024952797274089732,13.296095153671605,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,500.0,114.77283658933199,24516.625,244.68639051567783,244.70334938795207,0.009981118909635892,5.318438061468641,130381.11500561547,130381.11500561547,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,100.0,5738.6418294666,98.0665,48.93727810313557,48.94066987759042,0.49905594548179466,1329.6095153671604,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,100.0,2295.45673178664,245.16625,48.93727810313557,48.94066987759042,0.19962237819271786,531.8438061468642,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,100.0,1147.72836589332,490.3325,48.93727810313557,48.94066987759042,0.09981118909635893,265.9219030734321,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,100.0,573.86418294666,980.665,48.93727810313557,48.94066987759042,0.049905594548179465,132.96095153671604,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,100.0,286.93209147333,1961.33,48.93727810313557,48.94066987759042,0.024952797274089732,66.48047576835802,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,100.0,114.77283658933199,4903.325,48.93727810313557,48.94066987759042,0.009981118909635892,26.592190307343202,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,50.0,5738.6418294666,49.03325,24.468639051567784,24.47033493879521,0.49905594548179466,2659.2190307343208,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,50.0,2295.45673178664,122.583125,24.468639051567784,24.47033493879521,0.19962237819271786,1063.6876122937283,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,50.0,1147.72836589332,245.16625,24.468639051567784,24.47033493879521,0.09981118909635893,531.8438061468642,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,50.0,573.86418294666,490.3325,24.468639051567784,24.47033493879521,0.049905594548179465,265.9219030734321,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,50.0,286.93209147333,980.665,24.468639051567784,24.47033493879521,0.024952797274089732,132.96095153671604,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,50.0,114.77283658933199,2451.6625,24.468639051567784,24.47033493879521,0.009981118909635892,53.184380614686404,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,20.0,5738.6418294666,19.6133,9.787455620627114,9.788133975518083,0.49905594548179466,6648.047576835801,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,20.0,2295.45673178664,49.03325,9.787455620627114,9.788133975518083,0.19962237819271786,2659.2190307343203,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,20.0,1147.72836589332,98.0665,9.787455620627114,9.788133975518083,0.09981118909635893,1329.6095153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,20.0,573.86418294666,196.133,9.787455620627114,9.788133975518083,0.049905594548179465,664.8047576835801,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,20.0,286.93209147333,392.266,9.787455620627114,9.788133975518083,0.024952797274089732,332.40237884179004,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,20.0,114.77283658933199,980.665,9.787455620627114,9.788133975518083,0.009981118909635892,132.960951536716,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,10.0,5738.6418294666,9.80665,4.893727810313557,4.894066987759041,0.49905594548179466,13296.095153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,10.0,2295.45673178664,24.516625,4.893727810313557,4.894066987759041,0.19962237819271786,5318.438061468641,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,10.0,1147.72836589332,49.03325,4.893727810313557,4.894066987759041,0.09981118909635893,2659.2190307343203,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,10.0,573.86418294666,98.0665,4.893727810313557,4.894066987759041,0.049905594548179465,1329.6095153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,10.0,286.93209147333,196.133,4.893727810313557,4.894066987759041,0.024952797274089732,664.8047576835801,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,10.0,114.77283658933199,490.3325,4.893727810313557,4.894066987759041,0.009981118909635892,265.921903073432,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,5.0,5738.6418294666,4.903325,2.4468639051567784,2.4470334938795206,0.49905594548179466,26592.190307343204,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,5.0,2295.45673178664,12.2583125,2.4468639051567784,2.4470334938795206,0.19962237819271786,10636.876122937281,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,5.0,1147.72836589332,24.516625,2.4468639051567784,2.4470334938795206,0.09981118909635893,5318.438061468641,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,5.0,573.86418294666,49.03325,2.4468639051567784,2.4470334938795206,0.049905594548179465,2659.2190307343203,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,5.0,286.93209147333,98.0665,2.4468639051567784,2.4470334938795206,0.024952797274089732,1329.6095153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,5.0,114.77283658933199,245.16625,2.4468639051567784,2.4470334938795206,0.009981118909635892,531.843806146864,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,1.0,5738.6418294666,0.980665,0.4893727810313557,0.4894066987759042,0.49905594548179466,132960.95153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,1.0,2295.45673178664,2.4516625,0.4893727810313557,0.4894066987759042,0.19962237819271786,53184.38061468641,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,1.0,1147.72836589332,4.903325,0.4893727810313557,0.4894066987759042,0.09981118909635893,26592.190307343204,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,1.0,573.86418294666,9.80665,0.4893727810313557,0.4894066987759042,0.049905594548179465,13296.095153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,1.0,286.93209147333,19.6133,0.4893727810313557,0.4894066987759042,0.024952797274089732,6648.047576835801,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,1.0,114.77283658933199,49.03325,0.4893727810313557,0.4894066987759042,0.009981118909635892,2659.21903073432,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,0.5,5738.6418294666,0.4903325,0.24468639051567784,0.2447033493879521,0.49905594548179466,265921.90307343204,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,0.5,2295.45673178664,1.22583125,0.24468639051567784,0.2447033493879521,0.19962237819271786,106368.76122937282,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,0.5,1147.72836589332,2.4516625,0.24468639051567784,0.2447033493879521,0.09981118909635893,53184.38061468641,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,0.5,573.86418294666,4.903325,0.24468639051567784,0.2447033493879521,0.049905594548179465,26592.190307343204,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,0.5,286.93209147333,9.80665,0.24468639051567784,0.2447033493879521,0.024952797274089732,13296.095153671602,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,0.5,114.77283658933199,24.516625,0.24468639051567784,0.2447033493879521,0.009981118909635892,5318.43806146864,130381.11500561546,130381.11500561544,1.1161060578244102e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,100.0,0.1,5738.6418294666,0.0980665,0.04893727810313557,0.048940669877590416,0.49905594548179466,1329609.5153671603,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,250.0,0.1,2295.45673178664,0.24516625,0.04893727810313557,0.048940669877590416,0.19962237819271786,531843.8061468641,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,500.0,0.1,1147.72836589332,0.4903325,0.04893727810313557,0.048940669877590416,0.09981118909635893,265921.90307343204,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,1000.0,0.1,573.86418294666,0.980665,0.04893727810313557,0.048940669877590416,0.049905594548179465,132960.95153671602,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,2000.0,0.1,286.93209147333,1.96133,0.04893727810313557,0.048940669877590416,0.024952797274089732,66480.47576835801,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
96,5000.0,0.1,114.77283658933199,4.903325000000001,0.04893727810313557,0.048940669877590416,0.009981118909635892,26592.1903073432,130381.11500561546,130381.11500561547,-1.11610605782441e-16,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
960,100.0,1000.0,573.8860248755834,980.665,48.942651384724556,48.94268530735781,0.0499076497145894,13.293121735504604,13036.090191306239,13036.090191306239,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
960,250.0,1000.0,229.55440995023338,2451.6625,48.942651384724556,48.94268530735781,0.01996305988583576,5.317248694201842,13036.090191306239,13036.090191306239,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
960,500.0,1000.0,114.77720497511669,4903.325,48.942651384724556,48.94268530735781,0.00998152994291788,2.658624347100921,13036.090191306239,13036.090191306239,0.0,M1-GUIDE-KINEMATICS,Accepted OR-1.1 endpoint velocities and guide-relative speed integral are fixed. | The inertial velocity vector rotates at constant magnitude and angular rate. | Gravity and local Earth-frame rotation during the finite guide interaction are omitted.,"This is an ideal kinematic inversion, not a magnet or structural design."
