target_acceleration_g0,specific_magnetic_moment_a_m2_kg,element_mass_g,magnetic_moment_a_m2,force_per_element_n,required_gradient_t_m,recovered_acceleration_m_s2,gradient_mass_independent_at_fixed_specific_moment,fidelity,orientation_assumption,field_seeking_classification,assumptions,warnings
250.0,10.0,0.1,0.001,0.24516625,245.16625,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,50.0,1000.0,50.0,2451.6625,49.033249999999995,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,50.0,50.0,2.5,122.583125,49.033249999999995,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,50.0,0.1,0.005,0.24516624999999997,49.033249999999995,2451.6624999999995,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,100.0,1000.0,100.0,2451.6625,24.516624999999998,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,100.0,50.0,5.0,122.583125,24.516624999999998,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,100.0,0.1,0.01,0.24516624999999997,24.516624999999998,2451.6624999999995,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,200.0,1000.0,200.0,2451.6625,12.258312499999999,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,200.0,50.0,10.0,122.583125,12.258312499999999,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,200.0,0.1,0.02,0.24516624999999997,12.258312499999999,2451.6624999999995,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,500.0,1000.0,500.0,2451.6625,4.903325,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,500.0,50.0,25.0,122.583125,4.903325,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
250.0,500.0,0.1,0.05,0.24516625,4.903325,2451.6625,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,10.0,1000.0,10.0,4903.325,490.3325,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,10.0,50.0,0.5,245.16625,490.3325,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,10.0,0.1,0.001,0.4903325,490.3325,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,50.0,1000.0,50.0,4903.325,98.06649999999999,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,50.0,50.0,2.5,245.16625,98.06649999999999,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,50.0,0.1,0.005,0.49033249999999995,98.06649999999999,4903.324999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,100.0,1000.0,100.0,4903.325,49.033249999999995,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,100.0,50.0,5.0,245.16625,49.033249999999995,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,100.0,0.1,0.01,0.49033249999999995,49.033249999999995,4903.324999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,200.0,1000.0,200.0,4903.325,24.516624999999998,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,200.0,50.0,10.0,245.16625,24.516624999999998,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,200.0,0.1,0.02,0.49033249999999995,24.516624999999998,4903.324999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,500.0,1000.0,500.0,4903.325,9.80665,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,500.0,50.0,25.0,245.16625,9.80665,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
500.0,500.0,0.1,0.05,0.4903325,9.80665,4903.325,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,10.0,1000.0,10.0,9806.65,980.665,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,10.0,50.0,0.5,490.3325,980.665,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,10.0,0.1,0.001,0.980665,980.665,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,50.0,1000.0,50.0,9806.65,196.13299999999998,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,50.0,50.0,2.5,490.3325,196.13299999999998,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,50.0,0.1,0.005,0.9806649999999999,196.13299999999998,9806.649999999998,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,100.0,1000.0,100.0,9806.65,98.06649999999999,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,100.0,50.0,5.0,490.3325,98.06649999999999,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,100.0,0.1,0.01,0.9806649999999999,98.06649999999999,9806.649999999998,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,200.0,1000.0,200.0,9806.65,49.033249999999995,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,200.0,50.0,10.0,490.3325,49.033249999999995,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,200.0,0.1,0.02,0.9806649999999999,49.033249999999995,9806.649999999998,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,500.0,1000.0,500.0,9806.65,19.6133,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,500.0,50.0,25.0,490.3325,19.6133,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
1000.0,500.0,0.1,0.05,0.980665,19.6133,9806.65,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,10.0,1000.0,10.0,19613.3,1961.33,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,10.0,50.0,0.5,980.665,1961.33,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,10.0,0.1,0.001,1.96133,1961.33,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,50.0,1000.0,50.0,19613.3,392.26599999999996,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,50.0,50.0,2.5,980.665,392.26599999999996,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,50.0,0.1,0.005,1.9613299999999998,392.26599999999996,19613.299999999996,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,100.0,1000.0,100.0,19613.3,196.13299999999998,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,100.0,50.0,5.0,980.665,196.13299999999998,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,100.0,0.1,0.01,1.9613299999999998,196.13299999999998,19613.299999999996,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,200.0,1000.0,200.0,19613.3,98.06649999999999,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,200.0,50.0,10.0,980.665,98.06649999999999,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,200.0,0.1,0.02,1.9613299999999998,98.06649999999999,19613.299999999996,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,500.0,1000.0,500.0,19613.3,39.2266,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,500.0,50.0,25.0,980.665,39.2266,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
2000.0,500.0,0.1,0.05,1.96133,39.2266,19613.3,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
